Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
52,127.20710285907693,115.7163654483389,4.855339103332486,-0.30591847681877365,0.13779999999999992,0.2006,0.075,2000,0.0003484054269142119,0.0003484054269142119,0.0003484054269142119,undefined,undefined
53,63.1678974067737,48.2915521852718,5.277482219753152,-0.29948595093550895,0.07499999999999996,0.07333333333333336,0.07666666666666666,2000,0.0005120612147463807,0.0005120612147463807,0.0005120612147463807,53_52:0.018477917152970452; 53_54:0.0660985378665743; 53_31:0.056595145998361795,53_52:1060; 53_54:660; 53_31:660
54,68.33107611586863,20.054695919213113,5.15432766647184,-0.22286328743063036,0.16999999999999993,0.1433333333333333,0.19666666666666666,2000,0.0012675417500262603,0.0012675417500262603,0.0012675417500262603,54_55:1,54_55:660
55,104.4011216531707,41.89372810271293,5.2128398362197785,-0.3015735747274857,0.08166666666666667,0.09,0.07333333333333336,2000,0.0007455364743232166,0.0007455364743232166,0.0007455364743232166,undefined,undefined
56,96.7206141224492,35.27072694498936,5.171095958773958,-0.24402195267238183,0.09689999999999999,0.0912,0.10260000000000002,2000,0.004702354892975785,0.004702354892975785,0.004702354892975785,56_57:0.08631070141257109; 56_55:0.05757766251181162,56_57:660; 56_55:660
57,83.82618048583035,64.71198743709823,5.258598916255658,-0.2999759574871662,0.025600000000000067,0.030000000000000027,0.0212,2000,0.00041526177060529555,0.00041526177060529555,0.00041526177060529555,57_58:0.02082305460138173; 57_32:0.011925560428731025,57_58:660; 57_32:660
58,30.38125025352272,40.41022191534508,5.381158863281672,-0.29475993578141274,0.06630000000000003,0.0686,0.064,2000,0.0010213469230601708,0.0010213469230601708,0.0010213469230601708,58_59:0.03378733430773978,58_59:660
59,30.06807018215944,50.9667505614983,5.446738963203217,-0.29720962889870906,0.01550000000000007,0.02100000000000002,0.01,2000,0.001020625593680385,0.001020625593680385,0.001020625593680385,59_66:0.03347865610541709,59_66:660
60,50.426220648824625,80.17759205208377,5.14036516402765,-0.3009189600156366,0.013399999999999967,0.01419999999999999,0.0126,2000,0.00036651083922112707,0.00036651083922112707,0.00036651083922112707,60_35:0.028448008202604846; 60_69:0.017325479505334196,60_35:660; 60_69:660
61,41.16960069960246,93.91003536464181,5.065497650638082,-0.30302233847394167,0.02190000000000003,0.021399999999999975,0.0224,2000,0.00035647556195053816,0.00035647556195053816,0.00035647556195053816,61_73:0.01634972925101172; 61_39:0.010359800130628871,61_73:660; 61_39:660
62,53.23482757888619,64.62345874516302,5.316608604859018,-0.2980424660250047,0.04689999999999994,0.025399999999999978,0.0684,2000,0.0006029848335276281,0.0006029848335276281,0.0006029848335276281,undefined,undefined
63,84.36988986313295,131.69463220554874,5.217372316915821,-0.30082785092292885,0.10833333333333328,0.07999999999999996,0.13666666666666666,2000,0.0004607395992853093,0.0004607395992853093,0.0004607395992853093,63_47:0.016701597625162073; 63_81:0.014513086258725466,63_47:660; 63_81:660
