Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,vx (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
243,132.3912089,136.2608053,5.202476151,-0.301642021,0.0135,0.0158,0.0112,2000,0.000487981,0.000487981,0.000487981,243_244:0.01359550178221089,243_244:660
244,105.3308392,37.64540784,5.293389308,-0.298952949,0.0133,0.0182,0.0084,2000,0.000489055,0.000489055,0.000489055,244_245:0.03827143871510269,244_245:660
245,79.46946552,72.61182764,5.208183015,-0.301201425,0.0244,0.0306,0.0182,2000,0.000454892,0.000454892,0.000454892,245_246:0.024226846853035444; 245_232:0.01480518841030179,245_246:660; 245_232:660
246,60.10349185,11.73106325,5.374335333,-0.295290405,0.0304,0.0284,0.0324,2000,0.000695497,0.000695497,0.000695497,246_247:0.0247389892963627,246_247:660
247,122.6672653,52.63951695,5.147551407,-0.301851788,0.0439,0.0528,0.035,2000,0.000608276,0.000608276,0.000608276,247_248:0.021220515455398964,247_248:660
248,95.22308423,102.2027095,4.98428141,-0.303499255,0.0446,0.051,0.0382,2000,0.000515795,0.000515795,0.000515795,248_249:0.012182531902892924,248_249:660
249,90.44155247,85.54757316,5.033804402,-0.303652428,0.0546,0.0724,0.0368,2000,0.000362712,0.000362712,0.000362712,249_233:0.01668879921243105,249_233:660
250,40.40500696,22.45936443,5.43999669,-0.293795546,0.071,0.0802,0.0618,2000,0.001309744,0.001309744,0.001309744,250_249:0.021990753620443088; 250_251:0.023083303271684258,250_249:860; 250_251:660
251,84.49435826,59.22273054,5.182112484,-0.301930045,0.0282,0.0382,0.0182,2000,0.000449708,0.000449708,0.000449708,251_252:0.04224806919110924,251_252:660
252,67.33148303,43.19545473,5.029634824,-0.302934792,0.0177,0.0242,0.0112,2000,0.00052472,0.00052472,0.00052472,252_253:0.01415324720363495,252_253:660
253,65.24371884,41.43124832,5.128385812,-0.301976405,0.0126,0.0142,0.011,2000,0.000563726,0.000563726,0.000563726,253_254:0.02026448955682897; 253_234:0.019367551292691493,253_254:660; 253_234:660
254,67.97385562,53.84417631,5.318909056,-0.296364439,0.02,0.0268,0.0132,2000,0.000759773,0.000759773,0.000759773,254_255:0.03898347303592725,254_255:660
255,56.15532996,26.49172213,5.125307889,-0.207851552,0.173333333,0.18,0.166666667,2000,0.004383767,0.004383767,0.004383767,255_256:1,255_256:135
256,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,256_257:1,256_257:135
257,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,257_258:1,257_258:135
258,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,258_259:1,258_259:135
259,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,259_260:1; 259_269:1,259_260:135; 259_269:135
260,20.89187668,49.3644727,5.225563982,-0.265873575,0.072,0.067,0.077,2000,0.000893317,0.000893317,0.000893317,260_261:0.024759772538564706,260_261:660
261,95.75317221,55.76376831,5.259787828,-0.300085867,0.0643,0.0824,0.0462,2000,0.000514497,0.000514497,0.000514497,261_236:0.02786910719061364,261_236:660
262,11.05832858,15.30715982,5.484717952,-0.313371489,0.083333333,0.1,0.066666667,2000,0.005364417,0.005364417,0.005364417,262_263:0.1255320962347864; 262_261:0.09745621110604868,262_263:660; 262_261:660
263,54.29630616,86.29232924,5.371609329,-0.298168209,0.181666667,0.16,0.203333333,2000,0.00050113,0.00050113,0.00050113,undefined,undefined
264,109.4651675,66.4073263,5.299512049,-0.299465612,0.0635,0.0206,0.1064,2000,0.000590491,0.000590491,0.000590491,264_239:0.012217362189085229; 264_273:0.013679909032580928,264_239:660; 264_273:660
265,117.6075973,77.60814334,5.098351032,-0.302563869,0.0255,0.027,0.024,2000,0.000718622,0.000718622,0.000718622,265_243:0.019594656624573575; 265_277:0.020818357858147535,265_243:660; 265_277:660
266,80.78473184,58.91257412,5.176658396,-0.301726088,0.0923,0.0974,0.0872,2000,0.002149432,0.002149432,0.002149432,266_281:0.03310821329088828; 266_247:0.02392299573912421,266_281:660; 266_247:660
267,174.5813038,38.89776268,5.150489198,-0.267176915,0.0502,0.061,0.0394,2000,0.001335437,0.001335437,0.001335437,267_251:0.017857593903353203; 267_285:0.013013264928695006,267_251:660; 267_285:660
268,34.52921172,81.44334105,5.208403202,-0.300324233,0.046666667,0.053333333,0.04,2000,0.000622917,0.000622917,0.000622917,268_289:0.01916143595124109; 268_255:0.07289176828033403,268_289:660; 268_255:660
269,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,269_293:1,269_293:135
270,42.88648501,88.77485834,5.31528993,-0.298459423,0.0216,0.0216,0.0216,2000,0.001987397,0.001987397,0.001987397,270_263:0.032928822151340825; 270_297:0.017981116954439852,270_263:660; 270_297:660
271,24.13479333,24.48723053,5.099307374,-0.301951244,0.0225,0.0208,0.0242,2000,0.000466365,0.000466365,0.000466365,271_272:0.01501742146821558,271_272:660
272,131.085627,21.13171428,5.277679122,-0.298298553,0.0207,0.0262,0.0152,2000,0.000578561,0.000578561,0.000578561,272_273:0.020174196144414097,272_273:660
273,221.9698133,52.13666122,4.918714016,-0.305977497,0.024,0.0288,0.0192,2000,0.000535189,0.000535189,0.000535189,undefined,undefined
274,90.66376323,99.32228005,5.127195216,-0.301068653,0.1067,0.0972,0.1162,2000,0.00045019,0.00045019,0.00045019,274_273:0.011304589114386338; 274_275:0.0634929665296369,274_273:660; 274_275:660
275,43.71936769,7.025004784,5.037951947,-0.303282775,0.1043,0.1418,0.0668,2000,0.006388861,0.006388861,0.006388861,275_276:0.0674789871806398,275_276:660
276,101.086307,111.4393668,5.188669124,-0.299788998,0.2018,0.2038,0.1998,2000,0.000379851,0.000379851,0.000379851,276_277:0.012196129873880718,276_277:660
277,72.99859102,123.1109376,5.245177671,-0.300505576,0.2126,0.2112,0.214,2000,0.001224451,0.001224451,0.001224451,277_278:0.043388618400628104,277_278:660
278,21.91327303,13.76916927,5.267939351,-0.298860275,0.1355,0.143,0.128,2000,0.002027572,0.002027572,0.002027572,278_279:0.03232349137696225,278_279:660
279,47.74137521,50.35607437,5.184735294,-0.300110796,0.0135,0.0134,0.0136,2000,0.000438138,0.000438138,0.000438138,279_280:0.024289198507517457,279_280:660
280,72.65585161,99.71336618,5.261213308,-0.298908322,0.0136,0.0202,0.007,2000,0.001115952,0.001115952,0.001115952,280_281:0.029439801053767478,280_281:660
281,120.1170766,81.89441812,5.126402804,-0.301768178,0.0455,0.0432,0.0478,2000,0.000456174,0.000456174,0.000456174,281_282:0.02286448775645991,281_282:660
282,23.87589436,40.12244718,5.296173632,-0.297644776,0.0074,0.0062,0.0086,2000,0.000699365,0.000699365,0.000699365,282_283:0.017741178848074718,282_283:660
283,120.9098341,88.96712153,5.221472266,-0.300038115,0.0099,0.0114,0.0084,2000,0.000355868,0.000355868,0.000355868,283_284:0.017190145032222742,283_284:660
284,54.12331573,44.83233524,5.123342022,-0.300838771,0.02,0.0198,0.0202,2000,0.000404932,0.000404932,0.000404932,284_285:0.013337007325876199,284_285:660
285,145.5319536,47.67776835,5.002338579,-0.304367592,0.0105,0.0148,0.0062,2000,0.000530991,0.000530991,0.000530991,undefined,undefined
286,58.70037537,55.49092613,5.373684211,-0.295662342,0.0125,0.0176,0.0074,2000,0.000472051,0.000472051,0.000472051,286_285:0.015278856015340542; 286_287:0.018938871437455124,286_285:660; 286_287:660
287,68.75775946,7.314111572,5.22058586,-0.299820191,0.0375,0.037,0.038,2000,0.000650276,0.000650276,0.000650276,287_288:0.02488149997057562,287_288:660
288,93.37221728,31.12232617,5.182383285,-0.272243703,0.0815,0.0766,0.0864,2000,0.00086125,0.00086125,0.00086125,288_289:0.01710211519621993,288_289:660
289,84.62720441,9.687189317,5.074204517,-0.302878895,0.0215,0.0146,0.0284,2000,0.000527583,0.000527583,0.000527583,289_290:1,289_290:135
290,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,290_291:1,290_291:135
291,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,291_292:1; 291_303:1,291_292:135; 291_303:135
292,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,292_293:1,292_293:135
293,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,293_294:1,293_294:135
294,221.9048012,117.4908443,5.049450477,-0.301915005,0.0285,0.0296,0.0274,2000,0.000328884,0.000328884,0.000328884,294_295:0.01217388517991888,294_295:660
295,125.9208989,92.21781439,5.176869365,-0.300780176,0.0166,0.0166,0.0166,2000,0.000397315,0.000397315,0.000397315,295_296:0.014446983781999101,295_296:660
296,105.1778587,47.52928612,5.268674943,-0.298318711,0.0963,0.1138,0.0788,2000,0.000960712,0.000960712,0.000960712,296_297:0.027967156235084556,296_297:660
297,116.4359774,150.5082617,5.10634678,-0.302144439,0.0095,0.014,0.005,2000,0.000582236,0.000582236,0.000582236,undefined,undefined
298,113.220764,120.856341,5.141170432,-0.302028037,0.0355,0.0396,0.0314,2000,0.000380334,0.000380334,0.000380334,298_271:0.013477590097940362,298_271:660
299,104.0019513,47.82865108,5.007466685,-0.303408472,0.1498,0.1702,0.1294,2000,0.0009968,0.0009968,0.0009968,299_275:0.08472632271407587,299_275:660
300,61.82707348,35.52953109,5.226794548,-0.300562097,0.0295,0.0372,0.0218,2000,0.000591492,0.000591492,0.000591492,300_279:0.01626661228564613,300_279:660
301,16.82267364,58.07405977,5.040273093,-0.302499311,0.0241,0.03,0.0182,2000,0.003119893,0.003119893,0.003119893,301_283:0.04387054996965317,301_283:660
302,77.24749157,45.32846979,5.102879234,-0.301846035,0.0575,0.0752,0.0398,2000,0.000434543,0.000434543,0.000434543,302_287:0.028554663698297206,302_287:660
303,67.51026559,21.53164613,5.238919422,-0.299985809,0.0722,0.072,0.0724,2000,0.00070918,0.00070918,0.00070918,undefined,undefined
304,60.32971637,89.1514188,5.130178275,-0.301669299,0.0568,0.0604,0.0532,2000,0.001052907,0.001052907,0.001052907,304_295:0.01570295492870563,304_295:660
305,165.3293933,103.6891557,5.037710167,-0.30374782,0.045,0.03,0.06,2000,0.000365801,0.000365801,0.000365801,305_298:0.012715911119277473; 305_306:0.07565341852100443,305_298:660; 305_306:660
306,154.7529187,41.87540816,4.988997136,-0.225322206,0.218333333,0.2,0.236666667,2000,0.000854449,0.000854449,0.000854449,306_307:1,306_307:135
307,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,307_332:1; 307_308:1,307_332:135; 307_308:135
308,127.1317621,54.34817452,5.142932635,-0.301522644,0.0122,0.0154,0.009,2000,0.000436473,0.000436473,0.000436473,308_309:0.011092902214226957,308_309:660
309,114.4596354,136.509849,5.093589628,-0.302854345,0.0239,0.024,0.0238,2000,0.000370424,0.000370424,0.000370424,309_310:0.009371947505405154; 309_299:0.019166789378517957,309_310:660; 309_299:660
310,55.63239978,88.81651949,5.278023711,-0.297316073,0.0112,0.0152,0.0072,2000,0.000437436,0.000437436,0.000437436,310_311:0.012410964394953372,310_311:660
311,62.76247075,98.48456829,5.180433116,-0.302022906,0.0133,0.0144,0.0122,2000,0.00031361,0.00031361,0.00031361,311_312:0.01572865868777576,311_312:660
312,120.9595891,106.5290534,4.998222832,-0.303637559,0.0154,0.0232,0.0076,2000,0.00054034,0.00054034,0.00054034,312_313:0.01498113166755033,312_313:660
313,103.6706443,82.39148854,5.163158763,-0.301732284,0.0466,0.0514,0.0418,2000,0.00054168,0.00054168,0.00054168,313_300:0.017861323028432213,313_300:660
314,45.5542282,20.67052022,5.425051891,-0.293967504,0.043333333,0.073333333,0.013333333,2000,0.001626068,0.001626068,0.001626068,314_313:0.030442237272308437; 314_315:0.05205200717698344,314_313:660; 314_315:660
315,84.28378701,116.8989407,5.271646882,-0.300176116,0.083333333,0.12,0.046666667,2000,0.004824744,0.004824744,0.004824744,undefined,undefined
316,38.87547196,90.38036188,5.222877335,-0.299816617,0.07,0.083333333,0.056666667,2000,0.000734002,0.000734002,0.000734002,316_317:0.023603307862956918; 316_315:0.275309748283851,316_317:660; 316_315:660
317,122.7573554,16.25840969,5.284853662,-0.241832149,0.128333333,0.096666667,0.16,2000,0.001841098,0.001841098,0.001841098,317_301:0.106420314292283,317_301:660
318,19.04530325,22.68711972,5.44383125,-0.291212415,0.0153,0.024,0.0066,2000,0.001545057,0.001545057,0.001545057,318_317:0.038461332884258376; 318_319:0.02804547146235295,318_317:660; 318_319:660
319,92.6721594,109.9901559,5.262851947,-0.29993245,0.0113,0.0196,0.003,2000,0.0004096,0.0004096,0.0004096,undefined,undefined
320,116.1745721,52.29896299,5.178763989,-0.300099865,0.0148,0.0182,0.0114,2000,0.000463715,0.000463715,0.000463715,320_321:0.015641435292453182; 320_319:0.01403530810078188,320_321:660; 320_319:660
321,98.70084051,27.78441366,5.295037048,-0.299625322,0.0178,0.0182,0.0174,2000,0.000800429,0.000800429,0.000800429,321_302:0.02579202883566506,321_302:660
322,33.03197309,36.85141469,5.440276554,-0.293473891,0.0487,0.0472,0.0502,2000,0.000570706,0.000570706,0.000570706,322_321:0.09126637303568912; 322_323:0.02378203404710641,322_321:660; 322_323:660
323,67.31579933,80.42613997,5.374863416,-0.298591765,0.0143,0.0198,0.0088,2000,0.000466632,0.000466632,0.000466632,323_324:0.02806230177591082,323_324:660
324,77.00086421,99.03632173,5.163658085,-0.300450424,0.0171,0.0236,0.0106,2000,0.000574614,0.000574614,0.000574614,324_325:0.019388328697884732,324_325:660
325,73.48673267,78.84657158,5.202504242,-0.300870755,0.0455,0.0504,0.0406,2000,0.000517883,0.000517883,0.000517883,325_326:0.02906548887618518; 325_303:0.024382089980652027,325_326:660; 325_303:660
326,58.18370272,60.13599967,5.406383759,-0.294791144,0.06,0.066666667,0.053333333,2000,0.001222248,0.001222248,0.001222248,326_327:0.1341928503368876,326_327:660
327,119.0886881,46.91585715,5.126279814,-0.284143101,0.128333333,0.123333333,0.133333333,2000,0.001246379,0.001246379,0.001246379,undefined,undefined
328,90.87926232,29.5915643,5.184578712,-0.378799218,0.271666667,0.253333333,0.29,2000,0.001175267,0.001175267,0.001175267,328_329:0.0349573890767656; 328_327:0.10371225438331082,328_329:660; 328_327:660
329,98.40376046,66.38634209,5.102920575,-0.302177273,0.0625,0.0624,0.0626,2000,0.001098059,0.001098059,0.001098059,329_304:0.027883101883290157,329_304:660
330,46.63375667,77.96748366,5.327414821,-0.296276601,0.0667,0.076,0.0574,2000,0.000650938,0.000650938,0.000650938,330_329:0.016467743219363895; 330_331:0.01611770388412026,330_329:660; 330_331:660
331,86.51381703,71.44046474,5.275235094,-0.299645587,0.0369,0.035,0.0388,2000,0.000392554,0.000392554,0.000392554,undefined,undefined
332,187.8607032,33.1283675,5.043423397,-0.234989237,0.193333333,0.213333333,0.173333333,2000,0.000932993,0.000932993,0.000932993,332_341:0.07097354749081969,332_341:660
333,64.41924409,68.41191899,5.094337958,-0.302459275,0.045,0.056666667,0.033333333,2000,0.000475517,0.000475517,0.000475517,333_345:0.0773372958732059; 333_311:0.012464726828510464,333_345:1260; 333_311:660
334,28.96804602,84.51755489,5.13251276,-0.301058468,0.053333333,0.073333333,0.033333333,2000,0.000758214,0.000758214,0.000758214,334_349:0.019940934548192846; 334_315:0.04591265492296881,334_349:780; 334_315:660
335,89.97397374,107.6652745,5.39395601,-0.297555432,0.1369,0.1444,0.1294,2000,0.000692658,0.000692658,0.000692658,335_319:0.014804360306083009; 335_353:0.014447103282310941,335_319:660; 335_353:660
336,82.81043535,62.04042272,5.166475051,-0.301001429,0.0203,0.0204,0.0202,2000,0.000768237,0.000768237,0.000768237,336_323:0.02681727088760913; 336_357:0.017383361811584258,336_323:660; 336_357:660
337,78.04418896,87.9842841,5.289392823,-0.299034031,0.062,0.0568,0.0672,2000,0.000517432,0.000517432,0.000517432,337_327:0.016749069822563384; 337_361:0.02146412997362554,337_327:660; 337_361:660
338,64.86365294,14.34084027,5.175762641,-0.300570528,0.0089,0.0104,0.0074,2000,0.000330484,0.000330484,0.000330484,338_365:0.04116240453644393; 338_331:0.012330803589063688,338_365:660; 338_331:660
339,67.05910559,24.20876384,5.357385052,-0.297228739,0.068333333,0.086666667,0.05,2000,0.000767226,0.000767226,0.000767226,339_366:0.07417057522684745; 339_340:0.019369845347346343,339_366:660; 339_340:660
340,169.8070917,132.5681825,5.155736065,-0.30079776,0.0283,0.0322,0.0244,2000,0.00051555,0.00051555,0.00051555,340_341:0.028461869147612368,340_341:660
341,38.27490363,63.11389448,5.092507208,-0.298443806,0.025,0.046666667,0.003333333,2000,0.001293812,0.001293812,0.001293812,341_342:0.06654068647600855,341_342:660
342,80.25132932,58.07218345,5.042774286,-0.302109709,0.058333333,0.066666667,0.05,2000,0.001122803,0.001122803,0.001122803,undefined,undefined
343,60.43272937,111.4847465,5.294065687,-0.298725541,0.3219,0.2054,0.4384,2000,0.000622553,0.000622553,0.000622553,343_342:0.0257576954799682; 343_344:0.013743927141301987,343_342:660; 343_344:660
344,78.65408416,29.92762363,5.340067966,-0.297461171,0.0439,0.0412,0.0466,2000,0.000551197,0.000551197,0.000551197,344_345:0.02643878529698282,344_345:660
345,133.9220878,29.10341761,5.30537381,-0.271884081,0.05,0.046666667,0.053333333,2000,0.001328089,0.001328089,0.001328089,345_346:0.21116048444578672,345_346:660
346,93.92275964,56.74433224,5.094387926,-0.301026916,0.066666667,0.076666667,0.056666667,2000,0.000522314,0.000522314,0.000522314,346_347:0.016535102023988585,346_347:660
347,66.38442304,59.08053957,5.203436391,-0.301017683,0.0182,0.0252,0.0112,2000,0.000349617,0.000349617,0.000349617,347_348:0.015554588107865808,347_348:660
348,107.8625358,92.32151513,5.307417397,-0.297333899,0.0935,0.0894,0.0976,2000,0.001576384,0.001576384,0.001576384,348_349:0.039882157300253185,348_349:660
349,56.62586966,82.06109016,5.329230896,-0.299426098,0.12,0.143333333,0.096666667,2000,0.002501892,0.002501892,0.002501892,undefined,undefined
350,87.78108953,20.53929571,5.248604486,-0.298052742,0.1309,0.1112,0.1506,2000,0.001701526,0.001701526,0.001701526,350_349:0.028501444274961568; 350_351:0.025841928218816645,350_349:660; 350_351:660
351,62.2663177,27.87892569,5.313213756,-0.298145733,0.0307,0.0324,0.029,2000,0.000473272,0.000473272,0.000473272,351_352:0.013065850164031917,351_352:660
352,69.55009216,122.2320783,5.200906399,-0.299317701,0.0173,0.0186,0.016,2000,0.000368667,0.000368667,0.000368667,352_353:0.013287457055640078,352_353:660
353,86.22383592,66.68139063,5.339036011,-0.299338298,0.0641,0.0612,0.067,2000,0.000564057,0.000564057,0.000564057,353_354:0.03488508737065252,353_354:660
354,109.8195705,95.9049,5.059972354,-0.301814169,0.0807,0.0916,0.0698,2000,0.00058589,0.00058589,0.00058589,354_355:0.02447370657774861,354_355:660
355,108.1356859,18.89266619,5.165152938,-0.300405086,0.0886,0.1012,0.076,2000,0.001116627,0.001116627,0.001116627,355_370:0.02943225908335087; 355_356:0.02385527695556,355_370:660; 355_356:660
356,89.59547351,45.45616764,5.279855491,-0.297794669,0.012,0.0118,0.0122,2000,0.000382816,0.000382816,0.000382816,356_357:0.01541354547337137,356_357:660
357,66.12392559,80.98970022,5.351940488,-0.298826375,0.0095,0.0116,0.0074,2000,0.000361624,0.000361624,0.000361624,357_358:0.012090913003196285,357_358:660
358,97.69690114,68.37368511,5.225013156,-0.298833531,0.0306,0.0362,0.025,2000,0.000509626,0.000509626,0.000509626,358_359:0.012891943333315642,358_359:660
359,102.9658857,93.32543986,5.133213668,-0.300930718,0.0131,0.018,0.0082,2000,0.000416943,0.000416943,0.000416943,359_360:0.012900498213008066,359_360:660
