Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
65,116.8617741,119.2952896,5.101034174,-0.306114704,0.003,0.0058,0.0002,864,0.000241621,0.000241621,0.000241621,65_66:0.0109979098758477; 65_64:0.017584474668564304,65_66:682.6666666666666; 65_64:817.7777777777777
78,99.26662179,17.10096449,5.277327024,-0.303604129,0.0029,0.0042,0.0016,864,0.000274671,0.000274671,0.000274671,78_79:0.013125944829922603; 78_77:0.024968970046013395,78_79:640; 78_77:881.7777777777777
120,87.18951163,61.22775912,5.083512111,-0.306687444,0.0029,0.0044,0.0014,864,0.000219019,0.000219019,0.000219019,120_121:0.008584618214013962; 120_119:0.03748772866525529,120_121:476.4444444444444; 120_119:1166.2222222222222
85,103.1439111,69.38028971,5.091984619,-0.306928951,0.0028,0.0048,0.0008,864,0.000342412,0.000342412,0.000342412,85_86:0.06357902246692629; 85_73:0.008477453071886243; 85_84:0.011624684798165807,85_86:433.77777777777777; 85_73:426.66666666666663; 85_84:398.2222222222222
51,139.5548059,86.30376567,5.208808487,-0.304458643,0.0028,0.0052,0.0004,864,0.000227697,0.000227697,0.000227697,51_50:0.008695902224183455; 51_36:0.008436502947873598,51_50:312.88888888888886; 51_36:398.2222222222222
28,79.02630675,73.56817769,5.198296914,-0.305775925,0.0026,0.0036,0.0016,864,0.000189697,0.000189697,0.000189697,28_35:0.015689297762455423; 28_27:0.019211876204150602; 28_29:0.011274173284456623,28_35:1123.5555555555554; 28_27:1045.3333333333333; 28_29:412.4444444444444
117,34.16444296,71.76508009,5.233717853,-0.303787009,0.0026,0.004,0.0012,864,0.000413058,0.000413058,0.000413058,117_118:0.00920407076667315; 117_116:0.01151778680372298,117_118:433.77777777777777; 117_116:312.88888888888886
84,119.9198214,14.75489451,4.90899421,-0.308973891,0.0023,0.0044,0.0002,864,0.00018594,0.00018594,0.00018594,84_83:0.03635724353915959; 84_85:0.011624684798165807,84_83:526.2222222222222; 84_85:433.77777777777777
104,89.17006898,111.6812948,5.134908319,-0.306321494,0.0022,0.004,0.0004,864,0.00021589,0.00021589,0.00021589,104_103:0.018869835255989814; 104_105:0.020964908482513617; 104_111:0.00775941526430568,104_103:512; 104_105:654.2222222222222; 104_111:483.55555555555554
122,105.1802665,91.01409597,5.268654173,-0.303244406,0.0022,0.004,0.0004,864,0.000213678,0.000213678,0.000213678,122_111:0.009953644762274949; 122_123:0.06376328647632165; 122_121:0.016573828715662597,122_111:462.2222222222222; 122_123:561.7777777777777; 122_121:810.6666666666666
46,106.1481131,138.408016,5.145023338,-0.306578273,0.0019,0.0032,0.0006,864,0.000244572,0.000244572,0.000244572,46_47:0.019337553790710227; 46_45:0.014280117364492667,46_47:910.2222222222222; 46_45:832
